,sex,age,Pstatus,famrel,Medu,Mjob,Fedu,Fjob,goout,health,Dalc,Walc
450,0.0,16,0.0,5,2,other,1,other,4,2,1,1
451,0.0,15,0.0,4,4,services,3,services,2,1,1,1
452,1.0,15,1.0,3,4,teacher,4,health,2,5,1,1
453,1.0,15,1.0,4,1,other,2,at_home,2,5,1,1
454,0.0,16,1.0,4,4,services,2,other,3,5,1,1
455,0.0,16,1.0,2,4,health,4,teacher,4,4,2,3
456,0.0,16,1.0,5,1,services,1,services,5,5,5,5
457,0.0,16,1.0,4,1,other,2,services,3,1,1,1
458,0.0,16,1.0,3,4,teacher,3,health,4,4,2,4
459,0.0,15,1.0,4,4,services,3,services,4,2,2,4
460,0.0,16,1.0,5,4,teacher,3,services,3,1,1,2
461,1.0,15,0.0,1,4,other,4,services,3,3,5,5
462,0.0,16,1.0,4,3,services,1,other,3,5,1,2
463,0.0,15,1.0,4,2,health,2,services,3,4,1,3
464,0.0,15,1.0,4,3,other,1,other,2,3,2,3
465,1.0,16,1.0,4,3,other,1,other,2,5,1,1
466,1.0,15,1.0,3,4,other,2,other,3,3,1,1
467,0.0,15,1.0,3,1,other,1,other,4,5,2,4
468,1.0,16,1.0,5,3,other,1,other,2,5,2,2
469,0.0,16,1.0,4,3,other,3,services,3,5,2,4
470,1.0,15,1.0,4,4,teacher,3,other,3,5,2,3
471,1.0,15,1.0,3,4,teacher,0,other,3,1,1,1
472,0.0,16,1.0,5,2,other,2,other,3,3,1,3
473,1.0,17,1.0,4,2,other,1,other,1,3,1,1
474,0.0,16,1.0,2,3,at_home,4,other,3,3,1,2
475,1.0,15,1.0,3,2,other,3,services,2,3,1,3
476,1.0,15,1.0,5,2,other,3,other,2,5,1,2
477,0.0,15,1.0,4,3,services,2,other,4,5,1,1
478,1.0,15,1.0,5,2,services,2,services,3,4,1,3
479,0.0,15,1.0,4,1,other,1,other,2,4,2,3
480,0.0,15,1.0,4,4,services,4,services,4,5,2,3
481,0.0,16,1.0,4,2,at_home,2,other,4,2,1,2
482,0.0,15,1.0,5,4,other,2,other,3,1,1,3
483,1.0,16,1.0,4,2,services,2,other,2,3,1,1
484,1.0,16,0.0,4,4,teacher,4,health,3,5,3,5
485,0.0,16,1.0,4,3,other,3,other,3,4,1,3
486,0.0,15,1.0,4,4,services,3,other,5,1,1,3
487,0.0,16,1.0,3,3,other,1,other,3,2,2,3
488,0.0,16,1.0,5,4,teacher,2,services,3,1,1,1
489,1.0,15,1.0,4,2,services,2,health,4,4,1,1
490,0.0,15,1.0,3,1,at_home,1,other,2,1,1,1
491,1.0,16,1.0,3,4,services,3,other,3,4,1,1
492,0.0,16,1.0,4,2,other,1,other,5,5,1,1
493,0.0,16,1.0,5,4,other,4,other,4,1,1,2
494,0.0,16,1.0,5,4,other,3,at_home,5,3,1,1
495,1.0,16,1.0,4,4,services,4,services,5,4,5,5
496,1.0,16,1.0,4,4,services,4,teacher,3,4,1,1
497,1.0,15,1.0,5,4,services,4,other,3,5,1,1
498,0.0,15,1.0,4,3,services,2,other,5,2,1,1
499,1.0,15,0.0,5,3,services,4,other,4,1,1,1
500,0.0,15,0.0,4,3,other,3,health,3,4,1,1
501,0.0,15,1.0,5,2,other,2,other,2,3,1,1
502,1.0,16,1.0,5,3,services,3,other,3,5,1,1
503,1.0,15,1.0,1,4,other,4,other,5,1,3,5
504,0.0,16,1.0,5,4,health,4,health,5,4,1,1
505,1.0,15,0.0,5,4,teacher,4,teacher,3,4,1,1
506,0.0,16,1.0,4,3,services,3,other,2,2,1,1
507,0.0,16,1.0,3,2,at_home,2,other,2,5,1,1
508,1.0,15,1.0,3,4,teacher,2,other,2,3,1,1
509,1.0,15,1.0,5,2,health,1,services,2,5,1,1
510,1.0,16,1.0,5,4,teacher,4,teacher,4,5,1,2
511,1.0,15,1.0,4,4,other,4,teacher,3,2,1,1
512,1.0,16,1.0,5,3,other,3,services,2,5,1,1
513,1.0,17,1.0,5,1,other,3,other,4,5,1,4
514,1.0,15,1.0,3,3,other,4,other,3,4,1,2
515,0.0,15,1.0,3,1,at_home,2,services,3,1,1,2
516,1.0,15,1.0,5,2,services,2,services,4,5,1,2
517,0.0,16,1.0,4,2,other,4,health,2,5,1,2
518,1.0,16,1.0,3,4,health,4,other,4,5,1,4
519,0.0,16,1.0,5,2,other,2,other,4,5,1,1
520,1.0,15,1.0,5,3,services,4,services,5,5,3,2
521,0.0,15,0.0,5,3,other,4,other,2,1,1,1
522,0.0,19,1.0,3,0,at_home,1,other,2,5,1,1
523,1.0,16,1.0,3,4,teacher,4,teacher,5,4,2,5
524,1.0,16,1.0,3,2,other,3,other,3,1,2,2
525,0.0,15,1.0,4,3,services,4,teacher,2,5,2,2
526,0.0,18,1.0,5,2,services,1,other,5,5,1,3
527,0.0,17,0.0,3,2,other,1,other,2,5,1,2
528,0.0,15,1.0,4,1,at_home,1,other,3,4,1,2
529,0.0,17,1.0,3,2,other,2,other,4,5,1,3
530,0.0,16,0.0,3,3,services,4,other,1,5,1,4
531,1.0,16,1.0,3,2,at_home,1,other,1,2,1,1
532,0.0,16,0.0,5,2,other,2,other,4,5,1,1
533,1.0,15,1.0,5,3,at_home,4,teacher,3,5,1,1
534,0.0,15,1.0,4,4,services,4,at_home,3,5,1,1
535,1.0,17,1.0,5,3,at_home,4,other,5,5,2,4
536,0.0,16,1.0,5,1,at_home,1,other,3,3,1,1
537,1.0,18,1.0,3,3,services,1,services,4,4,4,5
538,0.0,18,0.0,4,3,other,2,services,3,5,5,1
539,0.0,16,1.0,3,1,other,1,services,3,1,1,2
540,0.0,16,0.0,4,3,other,3,other,2,5,1,1
541,1.0,16,1.0,4,1,services,1,other,4,5,1,3
542,0.0,15,1.0,4,4,teacher,4,teacher,2,5,1,1
543,0.0,15,1.0,5,1,other,1,other,5,1,1,1
544,1.0,15,1.0,2,4,teacher,3,services,2,3,1,1
545,0.0,15,0.0,1,3,services,3,services,2,1,2,3
546,1.0,16,1.0,5,4,services,4,services,3,5,1,3
547,1.0,16,1.0,2,2,services,2,services,3,2,2,2
548,0.0,15,1.0,4,4,teacher,4,services,2,5,1,1
549,0.0,16,1.0,3,1,at_home,1,at_home,4,1,3,3
550,1.0,17,1.0,5,2,other,1,other,5,5,1,2
551,0.0,15,1.0,4,1,other,1,services,2,5,1,2
552,0.0,15,0.0,4,2,at_home,1,other,2,5,1,1
553,0.0,15,1.0,3,3,health,2,services,2,3,1,1
554,0.0,15,1.0,4,1,at_home,2,other,2,5,1,1
555,0.0,15,1.0,2,1,at_home,2,services,4,1,2,4
556,1.0,16,1.0,3,4,teacher,4,teacher,2,5,2,1
557,1.0,15,0.0,4,2,services,1,other,5,5,2,5
558,1.0,18,1.0,2,1,other,1,other,5,4,2,5
559,1.0,16,1.0,4,2,at_home,1,other,4,5,3,5
560,0.0,15,1.0,4,3,services,3,services,1,3,2,3
561,1.0,19,1.0,4,3,services,2,at_home,4,4,1,1
562,0.0,17,1.0,4,4,other,4,teacher,1,4,1,1
563,1.0,15,1.0,4,2,at_home,3,services,4,1,1,1
564,1.0,17,1.0,2,1,other,2,other,2,5,3,3
565,0.0,18,1.0,5,1,at_home,1,other,5,4,1,5
566,1.0,16,1.0,4,2,at_home,2,other,2,3,1,2
567,1.0,16,1.0,4,3,other,3,services,5,5,4,4
568,1.0,16,1.0,4,1,health,2,services,5,5,3,5
569,1.0,17,1.0,3,2,at_home,1,other,2,5,2,2
570,1.0,17,1.0,4,3,other,2,other,4,3,1,4
571,1.0,15,1.0,4,1,other,2,other,4,5,2,4
572,1.0,16,1.0,5,1,at_home,3,services,3,2,1,4
573,1.0,17,1.0,5,1,other,1,services,5,5,1,5
574,1.0,17,1.0,4,3,services,2,services,2,2,1,1
575,1.0,16,1.0,4,2,other,2,other,5,4,2,4
576,0.0,16,1.0,4,4,health,2,services,3,3,1,1
577,0.0,16,1.0,5,2,other,2,other,5,4,1,1
578,0.0,16,1.0,4,4,health,4,health,2,3,1,1
579,1.0,16,1.0,3,3,other,4,other,5,2,2,4
580,1.0,16,1.0,4,1,other,0,other,2,3,1,1
581,1.0,17,1.0,4,4,teacher,4,other,4,5,1,3
582,0.0,16,1.0,4,1,at_home,3,services,5,3,1,1
583,0.0,16,1.0,4,3,other,3,other,5,4,1,1
584,1.0,17,1.0,4,4,teacher,3,other,4,4,4,4
585,0.0,16,1.0,3,2,services,2,other,4,5,1,4
586,1.0,17,1.0,4,3,other,3,other,4,4,1,4
587,1.0,16,1.0,4,4,teacher,2,services,3,3,3,4
588,1.0,17,1.0,5,4,other,3,other,3,2,1,1
589,1.0,16,1.0,3,4,teacher,3,other,3,3,2,3
590,1.0,16,1.0,4,3,services,3,other,3,3,1,2
591,0.0,17,1.0,5,2,services,4,services,2,5,2,3
592,0.0,17,1.0,5,3,other,3,other,3,1,2,3
593,0.0,16,1.0,1,3,other,2,other,2,1,1,2
594,1.0,17,1.0,4,3,services,3,services,4,4,2,3
595,1.0,16,1.0,3,1,services,2,services,3,3,1,2
596,1.0,16,1.0,4,2,other,1,other,3,5,1,2
597,0.0,17,0.0,3,3,health,3,other,3,3,1,3
598,1.0,17,1.0,3,1,at_home,2,other,3,3,1,5
599,0.0,16,1.0,4,2,services,3,services,3,2,1,1
600,0.0,17,1.0,5,1,at_home,1,services,3,3,1,1
601,1.0,17,1.0,4,1,at_home,2,services,4,5,4,5
602,1.0,16,1.0,4,3,services,3,services,2,5,3,4
603,1.0,16,1.0,5,2,other,3,other,3,3,1,1
604,0.0,17,1.0,4,2,services,4,services,2,5,1,1
605,1.0,17,1.0,5,4,services,4,teacher,3,5,1,2
606,1.0,16,1.0,3,3,teacher,3,other,4,3,3,5
607,0.0,17,1.0,4,4,services,4,teacher,4,2,2,3
608,0.0,16,1.0,4,4,teacher,4,teacher,2,3,1,2
609,0.0,16,1.0,4,4,health,3,other,5,2,1,5
610,0.0,16,1.0,4,2,other,3,other,3,4,1,3
611,0.0,17,1.0,4,1,other,1,other,4,1,1,3
612,0.0,17,1.0,5,2,other,2,other,2,3,1,2
613,0.0,16,1.0,5,2,services,2,services,5,5,1,1
614,0.0,17,1.0,4,3,at_home,4,services,3,5,3,4
615,0.0,16,0.0,2,3,services,1,other,3,4,2,2
616,0.0,16,1.0,1,4,teacher,3,other,2,1,1,1
617,0.0,16,1.0,4,1,at_home,1,other,2,5,1,4
618,0.0,17,1.0,4,4,teacher,3,other,2,4,1,1
619,0.0,19,1.0,4,3,other,3,other,3,3,1,2
620,1.0,17,1.0,5,4,services,4,other,5,3,4,5
621,0.0,16,0.0,3,2,other,2,other,4,4,1,1
622,1.0,18,1.0,4,2,services,2,other,4,5,2,4
623,0.0,17,1.0,5,4,services,4,other,1,3,1,2
624,0.0,17,1.0,4,3,other,2,other,4,1,1,3
625,0.0,17,1.0,3,4,other,3,other,5,1,2,4
626,1.0,18,1.0,3,3,services,3,health,4,4,2,4
627,0.0,17,1.0,3,2,at_home,3,other,3,3,1,4
628,0.0,17,1.0,4,2,at_home,2,at_home,3,4,1,1
629,0.0,17,1.0,4,2,at_home,1,services,5,5,1,2
630,0.0,17,1.0,4,1,at_home,1,other,4,5,1,1
631,0.0,16,1.0,2,2,services,3,teacher,1,3,1,1
632,1.0,18,1.0,3,2,other,2,other,3,4,5,5
633,0.0,16,1.0,5,4,teacher,4,services,2,5,1,1
634,0.0,18,1.0,5,3,other,1,other,3,4,1,1
635,0.0,17,1.0,5,3,other,2,other,4,3,1,3
636,1.0,17,1.0,5,2,services,3,services,3,3,1,3
637,1.0,18,1.0,4,2,at_home,1,other,2,3,4,5
638,0.0,17,0.0,3,2,other,1,other,3,3,1,2
639,0.0,17,1.0,3,4,health,3,other,3,3,1,2
640,1.0,17,1.0,4,2,other,2,other,2,1,1,1
641,1.0,17,1.0,4,4,teacher,4,teacher,5,2,1,3
642,1.0,16,1.0,4,4,health,4,other,4,1,2,4
643,1.0,16,1.0,3,1,other,1,other,2,5,1,1
644,1.0,16,1.0,5,3,at_home,2,other,3,2,1,3
645,1.0,17,1.0,4,2,other,2,other,2,4,5,5
646,0.0,16,1.0,4,2,other,1,other,2,5,1,1
647,0.0,16,0.0,5,4,other,1,other,3,5,1,2
648,0.0,18,0.0,4,2,services,4,other,3,3,1,1
649,0.0,18,1.0,5,2,at_home,2,services,1,5,1,1
650,0.0,18,1.0,4,3,other,3,other,1,3,1,1
651,1.0,18,1.0,4,2,other,2,at_home,3,1,2,2
652,1.0,17,1.0,4,4,teacher,4,teacher,1,5,1,2
653,0.0,17,1.0,5,3,other,2,other,2,3,1,1
654,0.0,17,1.0,4,1,at_home,1,at_home,2,4,1,2
655,0.0,16,1.0,5,1,other,2,other,5,5,1,2
656,0.0,17,1.0,2,2,at_home,1,services,1,3,1,1
657,0.0,17,0.0,5,1,other,4,other,4,5,1,1
658,1.0,18,1.0,5,2,other,2,services,4,2,3,5
659,0.0,17,0.0,3,2,other,2,other,2,1,1,1
660,0.0,17,1.0,4,1,at_home,1,other,3,5,1,3
661,0.0,17,0.0,4,4,teacher,2,other,2,4,1,1
662,1.0,17,1.0,2,4,health,3,other,5,5,1,4
663,1.0,17,0.0,3,4,teacher,4,other,3,4,2,3
664,1.0,16,1.0,5,4,teacher,3,other,5,3,1,1
665,1.0,16,1.0,5,4,services,4,services,2,5,1,2
666,0.0,17,1.0,5,4,teacher,4,services,1,5,1,4
667,1.0,17,1.0,4,1,other,1,other,3,1,1,1
668,0.0,17,1.0,4,3,services,3,other,2,5,2,3
669,0.0,17,1.0,4,1,at_home,1,other,2,4,1,1
670,0.0,18,1.0,4,2,other,1,other,4,3,1,1
671,1.0,16,1.0,4,2,other,1,other,3,4,1,1
672,0.0,17,1.0,4,1,other,1,services,4,5,1,2
673,1.0,17,1.0,5,2,other,3,other,2,2,1,1
674,1.0,22,1.0,5,3,services,1,services,5,1,5,5
675,1.0,18,1.0,4,3,other,3,services,3,5,1,3
676,1.0,16,1.0,4,0,other,2,other,2,5,2,4
677,1.0,18,1.0,4,3,services,2,other,5,5,2,4
678,1.0,16,1.0,5,3,at_home,3,other,3,2,1,3
679,1.0,18,1.0,3,2,services,1,services,5,5,2,5
680,1.0,16,1.0,3,2,other,1,other,2,3,1,3
681,1.0,17,1.0,4,2,other,1,other,2,5,2,4
682,1.0,17,1.0,4,1,health,1,other,4,5,1,2
683,0.0,18,0.0,4,2,other,1,other,4,5,1,3
684,0.0,17,1.0,4,4,teacher,2,services,3,4,1,1
685,0.0,19,1.0,4,2,services,2,services,3,5,1,1
686,1.0,18,1.0,4,2,services,1,other,5,5,4,4
687,0.0,17,1.0,4,4,other,2,other,4,5,1,3
688,0.0,18,1.0,4,1,other,1,at_home,3,3,2,3
689,0.0,18,1.0,3,2,other,2,other,3,5,1,1
690,1.0,19,0.0,4,4,services,3,at_home,1,1,1,1
691,1.0,18,1.0,5,2,other,1,other,4,4,1,2
692,1.0,17,1.0,5,2,other,2,services,2,4,1,1
693,0.0,17,1.0,3,2,services,2,services,1,2,1,1
694,0.0,20,1.0,1,2,other,1,other,3,2,1,2
695,0.0,18,1.0,3,4,services,3,other,2,2,1,3
696,1.0,18,1.0,4,4,teacher,3,other,2,3,1,1
697,1.0,18,1.0,5,3,other,2,other,2,3,1,1
698,0.0,17,1.0,3,3,other,3,other,3,4,1,1
699,0.0,18,1.0,4,2,at_home,2,services,3,3,1,1
700,1.0,17,1.0,4,2,other,2,other,4,4,2,3
701,1.0,18,0.0,4,3,other,4,other,5,1,3,4
702,1.0,17,1.0,5,3,services,1,other,4,5,3,4
703,0.0,18,1.0,4,4,teacher,4,other,4,4,2,2
704,1.0,18,1.0,5,4,health,2,other,5,5,1,3
705,0.0,18,1.0,4,2,other,1,other,5,3,1,2
706,0.0,19,1.0,4,3,other,3,services,5,5,3,3
707,0.0,18,1.0,4,2,other,3,services,5,2,1,3
708,0.0,18,1.0,4,1,other,1,other,3,3,1,1
709,1.0,17,1.0,3,1,at_home,2,at_home,2,1,2,2
710,0.0,18,1.0,4,2,other,1,other,5,1,1,2
711,0.0,17,1.0,4,2,at_home,4,health,3,1,1,1
712,0.0,17,1.0,4,2,services,2,other,4,5,2,3
713,0.0,18,0.0,4,3,other,2,services,1,5,1,1
714,1.0,18,1.0,3,4,teacher,4,services,4,3,1,4
715,0.0,18,1.0,2,4,health,4,health,4,4,1,1
716,0.0,17,1.0,4,2,other,2,services,3,1,1,1
717,0.0,19,1.0,3,3,services,2,services,3,3,4,3
718,1.0,18,1.0,4,4,teacher,3,services,3,1,1,2
719,1.0,18,1.0,3,1,at_home,2,other,4,4,2,4
720,1.0,17,0.0,4,4,services,1,other,4,5,2,4
721,1.0,17,0.0,4,3,teacher,2,services,4,3,3,4
722,0.0,18,1.0,5,1,at_home,1,other,2,3,1,1
723,0.0,18,1.0,5,1,other,1,other,4,4,1,1
724,0.0,17,1.0,5,2,other,2,other,5,5,1,2
725,0.0,18,1.0,4,2,other,1,other,1,5,1,1
726,1.0,17,1.0,4,1,other,1,other,3,4,1,2
727,0.0,18,1.0,4,2,at_home,2,at_home,3,2,1,2
728,0.0,17,1.0,4,1,services,1,teacher,3,3,1,1
729,1.0,18,1.0,4,2,services,1,services,4,2,1,3
730,1.0,18,0.0,5,4,teacher,4,teacher,3,2,1,1
731,1.0,18,1.0,4,4,teacher,2,other,2,5,1,4
732,0.0,17,1.0,4,4,health,3,services,2,3,1,2
733,0.0,17,1.0,3,3,services,1,other,2,3,1,1
734,1.0,18,1.0,5,3,services,2,other,2,4,1,1
735,1.0,17,1.0,4,3,health,3,other,3,5,1,3
736,0.0,19,1.0,2,4,health,4,other,4,2,2,3
737,0.0,18,1.0,4,4,other,3,other,5,2,1,2
738,0.0,18,1.0,4,4,other,3,other,3,3,1,1
739,1.0,18,1.0,1,4,teacher,4,teacher,2,1,2,2
740,0.0,18,0.0,4,4,health,4,other,4,4,1,1
741,1.0,17,1.0,4,4,other,4,teacher,1,5,2,2
742,0.0,17,1.0,5,4,services,4,services,4,5,1,1
743,0.0,17,1.0,4,4,other,2,other,3,3,1,1
744,0.0,17,1.0,5,3,health,2,health,2,5,1,2
745,1.0,19,1.0,4,2,at_home,1,services,1,5,1,1
746,1.0,20,0.0,5,3,services,2,other,3,5,1,1
747,1.0,19,1.0,4,3,other,3,services,3,5,1,2
748,0.0,18,1.0,3,1,other,4,teacher,4,5,1,2
749,0.0,18,1.0,5,2,services,1,other,3,1,1,2
750,0.0,17,1.0,4,2,other,3,other,1,3,1,1
751,0.0,17,1.0,4,4,teacher,4,teacher,4,5,1,1
752,0.0,18,1.0,4,4,other,3,other,4,5,1,1
753,0.0,18,1.0,3,4,health,3,services,4,1,1,4
754,0.0,17,1.0,4,3,at_home,4,services,4,5,2,5
755,0.0,18,1.0,4,3,at_home,3,other,4,3,1,1
756,1.0,19,1.0,5,4,health,2,other,4,1,1,1
757,0.0,18,1.0,4,4,teacher,4,other,4,5,3,3
758,0.0,18,1.0,5,3,other,4,other,4,1,1,1
759,0.0,17,1.0,5,4,health,4,health,4,5,1,2
760,0.0,17,0.0,5,4,services,3,services,2,5,1,2
761,0.0,17,0.0,5,3,services,3,other,3,5,1,1
762,0.0,17,1.0,4,2,other,1,other,3,2,2,2
763,1.0,18,1.0,4,4,other,4,other,5,5,3,4
764,0.0,19,1.0,1,1,other,1,other,5,5,4,3
765,0.0,19,0.0,5,1,other,1,other,4,4,1,1
766,0.0,18,1.0,4,2,other,2,other,5,5,2,4
767,0.0,17,1.0,4,2,other,2,other,2,3,1,1
768,0.0,17,1.0,3,2,services,2,services,2,3,2,2
769,0.0,17,1.0,3,3,services,1,services,3,5,2,3
770,0.0,17,1.0,3,0,at_home,2,at_home,3,2,2,3
771,0.0,18,1.0,4,1,other,1,other,5,2,1,2
772,1.0,18,1.0,4,4,other,4,other,3,3,2,2
773,1.0,17,1.0,4,3,other,3,services,5,5,3,5
774,1.0,17,1.0,4,2,services,2,other,5,4,5,5
775,0.0,17,1.0,5,4,teacher,4,services,4,4,1,3
776,0.0,17,1.0,4,4,teacher,4,teacher,3,4,1,2
777,0.0,17,1.0,4,3,at_home,3,other,5,5,2,5
778,1.0,18,1.0,4,2,other,2,other,5,5,2,4
779,1.0,19,1.0,5,3,at_home,2,services,4,5,2,2
780,0.0,18,1.0,4,2,at_home,2,other,5,2,1,1
781,0.0,17,1.0,4,2,at_home,4,other,3,5,1,1
782,1.0,18,1.0,5,2,other,2,other,2,5,1,2
783,0.0,18,1.0,5,3,services,3,services,4,4,1,1
784,0.0,18,1.0,4,2,other,2,other,3,2,1,1
785,0.0,18,1.0,4,2,at_home,2,other,4,4,1,1
786,0.0,17,1.0,4,3,services,4,other,5,5,1,3
787,0.0,17,1.0,4,3,other,2,other,2,2,2,3
788,0.0,18,1.0,5,3,services,3,services,3,1,1,1
789,0.0,17,0.0,4,3,other,2,other,3,2,2,3
790,1.0,18,1.0,4,4,teacher,4,services,3,2,2,2
791,1.0,18,1.0,4,3,services,4,other,3,5,1,3
792,0.0,17,0.0,3,2,at_home,2,at_home,1,4,1,2
793,0.0,18,1.0,4,2,at_home,3,other,3,3,1,2
794,0.0,18,1.0,5,3,other,2,services,3,1,2,3
795,1.0,18,1.0,5,4,teacher,3,services,2,4,1,2
796,1.0,18,1.0,5,4,teacher,3,other,5,5,2,3
797,0.0,17,1.0,4,4,health,3,other,3,4,1,3
798,0.0,17,1.0,4,2,services,1,other,4,1,2,2
799,0.0,17,1.0,4,2,services,1,other,5,4,2,4
800,0.0,19,0.0,2,2,at_home,3,other,3,5,3,4
801,0.0,17,1.0,4,3,other,1,at_home,2,3,1,1
802,0.0,21,1.0,3,4,other,4,other,2,5,1,1
803,1.0,18,1.0,4,2,services,2,services,4,3,1,3
804,1.0,18,0.0,4,3,other,4,other,5,2,1,4
805,0.0,17,1.0,4,2,services,2,services,4,4,1,3
806,1.0,17,0.0,4,4,health,4,other,2,4,1,2
807,0.0,18,1.0,4,4,teacher,2,other,2,3,1,1
808,1.0,21,1.0,5,1,at_home,1,other,3,4,5,2
809,0.0,20,1.0,3,1,other,1,other,2,3,1,3
810,0.0,19,1.0,3,4,teacher,4,other,5,5,4,4
811,1.0,17,0.0,4,3,other,2,other,4,5,1,2
812,0.0,18,1.0,4,3,at_home,2,other,4,2,1,2
813,1.0,18,1.0,3,2,other,3,services,3,4,4,5
814,1.0,19,1.0,5,2,other,1,other,4,4,1,4
815,0.0,18,0.0,4,2,services,2,other,4,4,1,3
816,0.0,20,1.0,5,1,other,0,other,1,5,1,1
817,0.0,18,1.0,3,3,services,2,other,2,1,1,2
818,0.0,16,1.0,4,1,at_home,3,other,3,5,1,3
819,0.0,16,1.0,4,2,other,2,other,4,5,1,1
820,0.0,15,1.0,4,1,at_home,1,services,3,2,1,1
821,0.0,15,1.0,5,3,at_home,3,other,4,5,2,3
822,0.0,16,1.0,4,2,at_home,3,services,2,5,1,2
823,0.0,15,1.0,1,2,at_home,1,other,4,1,1,1
824,1.0,16,0.0,5,4,at_home,4,other,2,2,1,3
825,1.0,16,0.0,4,1,other,2,other,3,5,1,1
826,0.0,17,1.0,4,3,at_home,2,other,4,5,1,2
827,0.0,17,1.0,5,1,other,1,other,4,5,2,2
828,0.0,15,1.0,1,4,teacher,4,other,1,5,3,5
829,0.0,16,0.0,1,2,at_home,2,other,1,1,1,1
830,0.0,15,1.0,5,1,at_home,1,services,3,4,1,2
831,0.0,15,1.0,4,1,other,1,services,3,2,1,2
832,0.0,16,1.0,3,0,other,2,other,3,2,1,2
833,0.0,17,1.0,5,2,other,3,other,5,3,1,3
834,0.0,15,1.0,4,3,other,3,services,3,4,1,1
835,1.0,16,1.0,5,1,at_home,1,services,5,3,4,5
836,1.0,17,1.0,4,1,other,1,other,3,5,2,4
837,1.0,15,1.0,5,4,health,1,services,4,2,1,2
838,1.0,15,1.0,5,4,health,1,services,4,2,1,2
839,1.0,16,1.0,3,3,other,4,health,5,5,1,2
840,1.0,15,1.0,5,1,other,1,other,5,4,2,4
841,1.0,15,1.0,5,3,at_home,3,at_home,3,5,1,1
842,1.0,17,1.0,5,2,other,1,other,5,3,5,5
843,0.0,16,1.0,4,4,teacher,4,teacher,2,4,1,1
844,0.0,15,1.0,5,1,other,2,services,2,1,1,1
845,0.0,16,1.0,4,2,other,3,services,4,1,1,2
846,1.0,16,1.0,4,1,other,2,other,3,5,1,1
847,0.0,16,1.0,4,2,other,2,other,5,4,1,1
848,0.0,16,1.0,1,1,other,2,services,2,4,1,2
849,0.0,16,1.0,1,1,other,2,services,2,4,1,2
850,0.0,15,1.0,4,2,at_home,1,other,2,2,3,3
851,0.0,16,1.0,5,1,at_home,1,other,3,2,2,1
852,1.0,17,1.0,5,1,at_home,2,services,5,3,5,5
853,0.0,16,1.0,4,1,other,1,other,2,1,1,1
854,0.0,16,1.0,4,1,at_home,1,other,3,5,1,1
855,0.0,15,1.0,4,1,at_home,1,other,3,2,1,1
856,0.0,16,1.0,4,1,at_home,1,other,2,2,4,3
857,0.0,15,1.0,4,1,at_home,1,at_home,1,2,1,2
858,0.0,15,1.0,4,2,other,2,other,3,5,2,2
859,1.0,16,1.0,3,1,at_home,1,other,4,5,3,4
860,0.0,18,1.0,3,1,other,2,other,4,5,2,3
861,1.0,15,1.0,3,3,other,1,services,3,4,1,3
862,0.0,16,1.0,5,2,other,2,services,4,2,1,1
863,1.0,15,1.0,4,2,health,2,other,3,4,1,2
864,1.0,16,1.0,4,4,other,4,teacher,1,3,1,1
865,0.0,15,1.0,4,3,services,3,other,4,1,1,1
866,0.0,16,1.0,4,2,at_home,2,other,4,5,2,3
867,0.0,16,1.0,4,2,other,2,other,2,4,1,1
868,1.0,16,1.0,2,2,at_home,1,services,3,4,2,3
869,1.0,15,1.0,4,1,at_home,3,other,4,3,3,5
870,0.0,15,1.0,5,2,other,2,services,2,4,1,1
871,0.0,16,1.0,5,2,other,1,other,3,5,1,1
872,1.0,15,1.0,4,3,services,3,services,3,3,2,4
873,0.0,16,1.0,3,1,at_home,1,other,3,1,1,1
874,0.0,17,1.0,4,2,other,2,at_home,3,5,1,1
875,0.0,19,1.0,4,2,at_home,3,services,4,2,1,1
876,0.0,17,1.0,5,2,at_home,1,other,3,3,1,1
877,0.0,15,1.0,5,1,at_home,1,other,1,4,1,3
878,0.0,16,1.0,3,2,other,2,other,5,1,1,2
879,0.0,16,0.0,4,2,other,2,other,4,1,1,2
880,0.0,17,1.0,4,2,at_home,2,other,5,4,1,2
881,0.0,16,1.0,4,2,other,2,services,3,3,1,4
882,0.0,18,0.0,3,3,other,2,other,2,2,1,1
883,0.0,19,1.0,5,1,at_home,1,services,1,3,1,1
884,1.0,18,1.0,4,1,other,1,other,3,4,3,4
885,0.0,18,1.0,3,1,at_home,1,at_home,3,2,1,1
886,0.0,19,1.0,1,1,other,1,other,4,1,4,1
887,0.0,16,0.0,3,2,health,2,other,2,3,1,1
888,0.0,17,1.0,2,0,other,1,at_home,4,5,3,5
889,0.0,16,1.0,4,1,at_home,2,other,5,3,1,3
890,0.0,16,1.0,4,3,other,3,other,4,4,1,1
891,0.0,16,1.0,4,1,services,1,services,4,4,2,2
892,1.0,17,1.0,5,3,services,3,at_home,5,5,3,4
893,0.0,16,1.0,5,2,other,1,services,3,1,1,1
894,0.0,16,1.0,4,2,services,2,other,5,5,1,2
895,1.0,17,1.0,5,1,other,2,other,5,1,5,5
896,1.0,16,1.0,4,4,other,3,other,5,5,1,5
897,1.0,17,1.0,1,2,services,2,services,5,3,3,5
898,0.0,16,1.0,2,1,other,1,other,1,5,1,1
899,0.0,19,1.0,5,2,other,2,other,5,1,1,1
900,0.0,17,1.0,4,1,at_home,1,other,5,5,1,2
901,0.0,20,1.0,3,3,at_home,3,services,4,3,2,4
